kod_obce,nazev_obce,volici_v_seznamu,vydane_obalky,platne_hlasy
23,SPR-Republ.str.Èsl. M.Sládka,8,"0,27",X
24,Køes.demokr.unie-Ès.str.lid.,55,"1,88",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,9,"0,30",X
27,SPORTOVCI,4,"0,13",X
28,Dìlnic.str.sociální spravedl.,20,"0,68",X
29,Svob.a pø.dem.-T.Okamura (SPD),272,"9,30",X
30,Strana Práv Obèanù,12,"0,41",X
1,1,"100,00",455,290,"63,74",290,289,"99,66"
1,Obèanská demokratická strana,30,"10,38",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,27,"9,34",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,41,"14,18",X
8,Komunistická str.Èech a Moravy,12,"4,15",X
9,Strana zelenıch,0,"0,00",-
10,"ROZUMNÍ-stop migraci,diktát.EU",1,"0,34",X
12,Strana svobodnıch obèanù,13,"4,49",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,32,"11,07",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,1,"0,34",X
20,TOP 09,5,"1,73",X
21,ANO 2011,85,"29,41",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,1,"0,34",X
24,Køes.demokr.unie-Ès.str.lid.,10,"3,46",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,4,"1,38",X
27,SPORTOVCI,1,"0,34",X
28,Dìlnic.str.sociální spravedl.,2,"0,69",X
29,Svob.a pø.dem.-T.Okamura (SPD),21,"7,26",X
30,Strana Práv Obèanù,3,"1,03",X
1,1,"100,00",270,189,"70,00",189,189,"100,00"
1,Obèanská demokratická strana,9,"4,76",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,9,"4,76",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,16,"8,46",X
8,Komunistická str.Èech a Moravy,15,"7,93",X
9,Strana zelenıch,0,"0,00",-
10,"ROZUMNÍ-stop migraci,diktát.EU",2,"1,05",X
12,Strana svobodnıch obèanù,1,"0,52",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,1,"0,52",X
15,Èeská pirátská strana,6,"3,17",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,8,"4,23",X
21,ANO 2011,71,"37,56",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,1,"0,52",X
24,Køes.demokr.unie-Ès.str.lid.,23,"12,16",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,2,"1,05",X
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),25,"13,22",X
30,Strana Práv Obèanù,0,"0,00",-
13,13,"100,00",9453,5687,"60,16",5677,5644,"99,42"
1,Obèanská demokratická strana,504,"8,92",X
2,Øád národa - Vlastenecká unie,9,"0,15",X
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,8,"0,14",X
4,Èeská str.sociálnì demokrat.,534,"9,46",X
6,Radostné Èesko,2,"0,03",X
7,STAROSTOVÉ A NEZÁVISLÍ,368,"6,52",X
8,Komunistická str.Èech a Moravy,465,"8,23",X
9,Strana zelenıch,57,"1,00",X
10,"ROZUMNÍ-stop migraci,diktát.EU",32,"0,56",X
12,Strana svobodnıch obèanù,61,"1,08",X
13,Blok proti islam.-Obran.domova,2,"0,03",X
14,Obèanská demokratická aliance,2,"0,03",X
15,Èeská pirátská strana,525,"9,30",X
17,Unie H.A.V.E.L.,2,"0,03",X
19,Referendum o Evropské unii,2,"0,03",X
20,TOP 09,216,"3,82",X
21,ANO 2011,1862,"32,99",X
22,Dobrá volba 2016,2,"0,03",X
23,SPR-Republ.str.Èsl. M.Sládka,7,"0,12",X
24,Køes.demokr.unie-Ès.str.lid.,309,"5,47",X
25,Èeská strana národnì sociální,3,"0,05",X
26,REALISTÉ,30,"0,53",X
27,SPORTOVCI,12,"0,21",X
28,Dìlnic.str.sociální spravedl.,8,"0,14",X
29,Svob.a pø.dem.-T.Okamura (SPD),610,"10,80",X
30,Strana Práv Obèanù,12,"0,21",X
1,1,"100,00",84,43,"51,19",43,43,"100,00"
1,Obèanská demokratická strana,5,"11,62",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,3,"6,97",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,1,"2,32",X
8,Komunistická str.Èech a Moravy,0,"0,00",-
9,Strana zelenıch,0,"0,00",-
10,"ROZUMNÍ-stop migraci,diktát.EU",1,"2,32",X
12,Strana svobodnıch obèanù,2,"4,65",X
13,Blok proti islam.-Obran.domova,1,"2,32",X
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,4,"9,30",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,2,"4,65",X
21,ANO 2011,10,"23,25",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,5,"11,62",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,1,"2,32",X
29,Svob.a pø.dem.-T.Okamura (SPD),8,"18,60",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",427,250,"58,55",250,249,"99,60"
1,Obèanská demokratická strana,21,"8,43",X
2,Øád národa - Vlastenecká unie,1,"0,40",X
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,1,"0,40",X
4,Èeská str.sociálnì demokrat.,23,"9,23",X
6,Radostné Èesko,1,"0,40",X
7,STAROSTOVÉ A NEZÁVISLÍ,15,"6,02",X
8,Komunistická str.Èech a Moravy,23,"9,23",X
9,Strana zelenıch,2,"0,80",X
10,"ROZUMNÍ-stop migraci,diktát.EU",1,"0,40",X
12,Strana svobodnıch obèanù,1,"0,40",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,27,"10,84",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,7,"2,81",X
21,ANO 2011,90,"36,14",X
22,Dobrá volba 2016,1,"0,40",X
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,14,"5,62",X
25,Èeská strana národnì sociální,2,"0,80",X
26,REALISTÉ,3,"1,20",X
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),16,"6,42",X
30,Strana Práv Obèanù,0,"0,00",-
7,7,"100,00",3676,2230,"60,66",2229,2219,"99,55"
1,Obèanská demokratická strana,208,"9,37",X
2,Øád národa - Vlastenecká unie,4,"0,18",X
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,196,"8,83",X
6,Radostné Èesko,1,"0,04",X
7,STAROSTOVÉ A NEZÁVISLÍ,182,"8,20",X
8,Komunistická str.Èech a Moravy,167,"7,52",X
9,Strana zelenıch,15,"0,67",X
10,"ROZUMNÍ-stop migraci,diktát.EU",15,"0,67",X
12,Strana svobodnıch obèanù,34,"1,53",X
13,Blok proti islam.-Obran.domova,7,"0,31",X
14,Obèanská demokratická aliance,2,"0,09",X
15,Èeská pirátská strana,231,"10,41",X
17,Unie H.A.V.E.L.,1,"0,04",X
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,90,"4,05",X
21,ANO 2011,779,"35,10",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,4,"0,18",X
24,Køes.demokr.unie-Ès.str.lid.,74,"3,33",X
25,Èeská strana národnì sociální,1,"0,04",X
26,REALISTÉ,10,"0,45",X
27,SPORTOVCI,4,"0,18",X
28,Dìlnic.str.sociální spravedl.,3,"0,13",X
29,Svob.a pø.dem.-T.Okamura (SPD),187,"8,42",X
30,Strana Práv Obèanù,4,"0,18",X
1,1,"100,00",326,201,"61,66",201,199,"99,00"
1,Obèanská demokratická strana,14,"7,03",X
2,Øád národa - Vlastenecká unie,1,"0,50",X
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,14,"7,03",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,15,"7,53",X
8,Komunistická str.Èech a Moravy,9,"4,52",X
9,Strana zelenıch,0,"0,00",-
10,"ROZUMNÍ-stop migraci,diktát.EU",3,"1,50",X
12,Strana svobodnıch obèanù,6,"3,01",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,22,"11,05",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,10,"5,02",X
21,ANO 2011,67,"33,66",X
22,Dobrá volba 2016,3,"1,50",X
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,22,"11,05",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,1,"0,50",X
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),12,"6,03",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",332,244,"73,49",244,244,"100,00"
1,Obèanská demokratická strana,29,"11,88",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,11,"4,50",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,26,"10,65",X
8,Komunistická str.Èech a Moravy,21,"8,60",X
9,Strana zelenıch,2,"0,81",X
10,"ROZUMNÍ-stop migraci,diktát.EU",1,"0,40",X
12,Strana svobodnıch obèanù,3,"1,22",X
13,Blok proti islam.-Obran.domova,1,"0,40",X
14,Obèanská demokratická aliance,1,"0,40",X
15,Èeská pirátská strana,28,"11,47",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,1,"0,40",X
20,TOP 09,14,"5,73",X
21,ANO 2011,80,"32,78",X
22,Dobrá volba 2016,1,"0,40",X
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,14,"5,73",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),11,"4,50",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",785,492,"62,68",492,488,"99,19"
1,Obèanská demokratická strana,24,"4,91",X
2,Øád národa - Vlastenecká unie,1,"0,20",X
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,39,"7,99",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,49,"10,04",X
8,Komunistická str.Èech a Moravy,38,"7,78",X
9,Strana zelenıch,7,"1,43",X
10,"ROZUMNÍ-stop migraci,diktát.EU",6,"1,22",X
12,Strana svobodnıch obèanù,3,"0,61",X
13,Blok proti islam.-Obran.domova,1,"0,20",X
14,Obèanská demokratická aliance,1,"0,20",X
15,Èeská pirátská strana,54,"11,06",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,19,"3,89",X
21,ANO 2011,174,"35,65",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,2,"0,40",X
24,Køes.demokr.unie-Ès.str.lid.,12,"2,45",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,3,"0,61",X
27,SPORTOVCI,1,"0,20",X
28,Dìlnic.str.sociální spravedl.,1,"0,20",X
29,Svob.a pø.dem.-T.Okamura (SPD),52,"10,65",X
30,Strana Práv Obèanù,1,"0,20",X
1,1,"100,00",84,65,"77,38",65,64,"98,46"
1,Obèanská demokratická strana,17,"26,56",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,4,"6,25",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,6,"9,37",X
8,Komunistická str.Èech a Moravy,5,"7,81",X
9,Strana zelenıch,0,"0,00",-
10,"ROZUMNÍ-stop migraci,diktát.EU",0,"0,00",-
12,Strana svobodnıch obèanù,0,"0,00",-
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,7,"10,93",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,7,"10,93",X
21,ANO 2011,11,"17,18",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,1,"1,56",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),6,"9,37",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",163,113,"69,33",113,113,"100,00"
1,Obèanská demokratická strana,20,"17,69",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,11,"9,73",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,1,"0,88",X
8,Komunistická str.Èech a Moravy,12,"10,61",X
9,Strana zelenıch,3,"2,65",X
10,"ROZUMNÍ-stop migraci,diktát.EU",5,"4,42",X
12,Strana svobodnıch obèanù,4,"3,53",X
13,Blok proti islam.-Obran.domova,1,"0,88",X
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,3,"2,65",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,8,"7,07",X
21,ANO 2011,30,"26,54",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,2,"1,76",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,8,"7,07",X
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,1,"0,88",X
29,Svob.a pø.dem.-T.Okamura (SPD),4,"3,53",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",49,36,"73,47",36,36,"100,00"
1,Obèanská demokratická strana,3,"8,33",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,6,"16,66",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,10,"27,77",X
8,Komunistická str.Èech a Moravy,4,"11,11",X
9,Strana zelenıch,0,"0,00",-
10,"ROZUMNÍ-stop migraci,diktát.EU",0,"0,00",-
12,Strana svobodnıch obèanù,0,"0,00",-
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,5,"13,88",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,0,"0,00",-
21,ANO 2011,3,"8,33",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,4,"11,11",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),1,"2,77",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",462,320,"69,26",320,318,"99,38"
1,Obèanská demokratická strana,18,"5,66",X
2,Øád národa - Vlastenecká unie,1,"0,31",X
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,23,"7,23",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,25,"7,86",X
8,Komunistická str.Èech a Moravy,34,"10,69",X
9,Strana zelenıch,2,"0,62",X
10,"ROZUMNÍ-stop migraci,diktát.EU",1,"0,31",X
12,Strana svobodnıch obèanù,7,"2,20",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,24,"7,54",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,10,"3,14",X
21,ANO 2011,120,"37,73",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,24,"7,54",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,6,"1,88",X
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,1,"0,31",X
29,Svob.a pø.dem.-T.Okamura (SPD),22,"6,91",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",303,178,"58,75",178,178,"100,00"
1,Obèanská demokratická strana,20,"11,23",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,16,"8,98",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,21,"11,79",X
8,Komunistická str.Èech a Moravy,6,"3,37",X
9,Strana zelenıch,1,"0,56",X
10,"ROZUMNÍ-stop migraci,diktát.EU",2,"1,12",X
12,Strana svobodnıch obèanù,4,"2,24",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,10,"5,61",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,6,"3,37",X
21,ANO 2011,65,"36,51",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,10,"5,61",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,1,"0,56",X
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),15,"8,42",X
30,Strana Práv Obèanù,1,"0,56",X
